family,n,instance,seed,m,gamma,beta,S,eta_exact,eta_sampled,relerr_eta,median_relerr_lambda
ER(0.5),12,9,20271820,20,0.2,0.15,25,1.5688042546300855,1.5536137076122039,0.009682882343701658,0.047129409647641445
ER(0.5),12,9,20271820,20,0.2,0.15,0,1.5688042546300855,1.5688042546300873,1.1322998609658313e-15,7.646220338030196e-16
ER(0.5),12,9,20271820,20,0.4,0.3,2,2.698890605690386,2.7423927478526635,0.01611852739438828,0.16751327661365062
ER(0.5),12,9,20271820,20,0.4,0.3,5,2.698890605690386,2.743205602706404,0.016419708498960156,0.04600809300857412
ER(0.5),12,9,20271820,20,0.4,0.3,10,2.698890605690386,2.647119976951598,0.019182188648044482,0.02842678957811251
ER(0.5),12,9,20271820,20,0.4,0.3,25,2.698890605690386,2.751188321434989,0.01937748630283035,0.018200399871777278
ER(0.5),12,9,20271820,20,0.4,0.3,0,2.698890605690386,2.6988906056903876,6.581803781357237e-16,6.925182853540906e-16
ER(0.5),12,9,20271820,20,0.8,0.6,2,3.4995538077361923,3.852115745150964,0.10074482542185531,0.1828109398608115
ER(0.5),12,9,20271820,20,0.8,0.6,5,3.4995538077361923,3.6711807132604553,0.04904251083234116,0.06065236719226008
ER(0.5),12,9,20271820,20,0.8,0.6,10,3.4995538077361923,3.532904405394253,0.009529957100340972,0.0504807912117592
ER(0.5),12,9,20271820,20,0.8,0.6,25,3.4995538077361923,3.5958277985850975,0.027510361645555998,0.019903278504140063
ER(0.5),12,9,20271820,20,0.8,0.6,0,3.4995538077361923,3.499553807736193,2.53797617781072e-16,1.0259084031914234e-15
ER(0.5),14,9,20272020,35,0.2,0.15,2,2.2074386277403284,2.196502286738581,0.004954312597556771,0.13083150520053724
ER(0.5),14,9,20272020,35,0.2,0.15,5,2.2074386277403284,2.354791977910024,0.06675309035455985,0.09050007498188777
ER(0.5),14,9,20272020,35,0.2,0.15,10,2.2074386277403284,2.1494619112777476,0.02626424840718196,0.09069751597469876
ER(0.5),14,9,20272020,35,0.2,0.15,25,2.2074386277403284,2.190583378350381,0.007635659346598237,0.0361936566346548
ER(0.5),14,9,20272020,35,0.4,0.3,2,3.694171790079668,4.109526466227816,0.11243512747932898,0.1286112186777853
ER(0.5),14,9,20272020,35,0.4,0.3,5,3.694171790079668,3.5608713164938863,0.036083994237557294,0.06682112496554193
ER(0.5),14,9,20272020,35,0.4,0.3,10,3.694171790079668,3.6683700340546084,0.006984449422289311,0.03846086540663474
ER(0.5),14,9,20272020,35,0.4,0.3,25,3.694171790079668,3.666570127287428,0.0074716781895096205,0.03329493906981292
ER(0.5),14,9,20272020,35,0.8,0.6,2,4.5831948247645204,4.394045532033596,0.04127018378291232,0.10288394629559362
ER(0.5),14,9,20272020,35,0.8,0.6,5,4.5831948247645204,4.573200597940758,0.0021806244783137206,0.0413813922401954
ER(0.5),14,9,20272020,35,0.8,0.6,10,4.5831948247645204,4.576780370610619,0.0013995595647041002,0.0331269032352826
ER(0.5),14,9,20272020,35,0.8,0.6,25,4.5831948247645204,4.5852128947403346,0.0004403194830186591,0.023606132941208623
ER(0.5),12,10,20271821,41,0.2,0.15,2,2.051143351402639,2.117251362540028,0.03222983468814222,0.1882529938223038
ER(0.5),12,10,20271821,41,0.2,0.15,5,2.051143351402639,2.0261076041749604,0.012205752079959938,0.10618009682478356
ER(0.5),12,10,20271821,41,0.2,0.15,10,2.051143351402639,2.0458913124406437,0.00256054212807892,0.06138455360994577
ER(0.5),12,10,20271821,41,0.2,0.15,25,2.051143351402639,2.070617280141286,0.009494182220530827,0.03144776456364667
ER(0.5),12,10,20271821,41,0.2,0.15,0,2.051143351402639,2.0511433514026387,2.165081292569726e-16,1.036373614751851e-15
ER(0.5),12,10,20271821,41,0.4,0.3,2,3.508098227115422,4.176744195449663,0.1906006973140098,0.2265238619961169
ER(0.5),12,10,20271821,41,0.4,0.3,5,3.508098227115422,3.5058579941048276,0.0006385890204780425,0.08045335455264067
ER(0.5),12,10,20271821,41,0.4,0.3,10,3.508098227115422,3.6725303127110505,0.046872144093534934,0.04546307540335582
ER(0.5),12,10,20271821,41,0.4,0.3,25,3.508098227115422,3.6577766777989025,0.042666550647458786,0.04605205889142639
ER(0.5),12,10,20271821,41,0.4,0.3,0,3.508098227115422,3.508098227115421,2.5317946140591427e-16,9.084267024732594e-16
ER(0.5),12,10,20271821,41,0.8,0.6,2,4.50227215273119,4.426075063956839,0.016924141009140907,0.09767431470251571
ER(0.5),12,10,20271821,41,0.8,0.6,5,4.50227215273119,4.453400010180321,0.010854995187534827,0.06812910604916966
ER(0.5),12,10,20271821,41,0.8,0.6,10,4.50227215273119,4.493393395699526,0.001972061379336678,0.03871778924092193
ER(0.5),12,10,20271821,41,0.8,0.6,25,4.50227215273119,4.472034689540129,0.00671604518014717,0.030156964821223778
ER(0.5),12,10,20271821,41,0.8,0.6,0,4.50227215273119,4.502272152731193,5.918201229759073e-16,1.3414806097717306e-15
ER(0.5),14,10,20272021,45,0.2,0.15,2,2.457541173045056,2.699819408186026,0.09858562607143272,0.096570060003112
ER(0.5),14,10,20272021,45,0.2,0.15,5,2.457541173045056,2.2361636399380846,0.09008090506685998,0.11253428952417814
ER(0.5),14,10,20272021,45,0.2,0.15,10,2.457541173045056,2.473435143801519,0.006467428066228183,0.046588793298763566
ER(0.5),14,10,20272021,45,0.2,0.15,25,2.457541173045056,2.4318855138658897,0.010439564333881449,0.03490139300676912
ER(0.5),14,10,20272021,45,0.4,0.3,2,4.105805159381545,4.161670405843559,0.01360640466203424,0.12343930898596364
ER(0.5),14,10,20272021,45,0.4,0.3,5,4.105805159381545,4.069767648816706,0.008777209138260208,0.04685628760484392
ER(0.5),14,10,20272021,45,0.4,0.3,10,4.105805159381545,4.139029104997215,0.008091944046530028,0.04990879272602143
ER(0.5),14,10,20272021,45,0.4,0.3,25,4.105805159381545,4.114245217948235,0.0020556403041689444,0.01871952745440186
ER(0.5),14,10,20272021,45,0.8,0.6,2,5.065148081953606,5.075349810584594,0.002014102740122285,0.09556521941480456
ER(0.5),14,10,20272021,45,0.8,0.6,5,5.065148081953606,5.1074700785848,0.00835552997591147,0.04118674178228726
ER(0.5),14,10,20272021,45,0.8,0.6,10,5.065148081953606,5.095856623741588,0.006062713526064804,0.03837937532429351
ER(0.5),14,10,20272021,45,0.8,0.6,25,5.065148081953606,5.015067208552224,0.009887346350211086,0.022131372126987053
ER(0.25),12,1,20281812,15,0.2,0.15,2,1.373009147005149,1.4354303009308524,0.04546302845968532,0.21110394555317077
ER(0.25),12,1,20281812,15,0.2,0.15,5,1.373009147005149,1.4193164944392984,0.033726903812080475,0.1672257070553165
ER(0.25),12,1,20281812,15,0.2,0.15,10,1.373009147005149,1.5451461055208782,0.12537204059506787,0.09721717781807013
ER(0.25),12,1,20281812,15,0.2,0.15,25,1.373009147005149,1.307933843724238,0.047396117806538546,0.041463381390531504
ER(0.25),12,1,20281812,15,0.2,0.15,0,1.373009147005149,1.3730091470051498,4.851634209634262e-16,1.1027415023634162e-15
ER(0.25),12,1,20281812,15,0.4,0.3,2,2.40561834069211,2.4973215867926735,0.03812044685117416,0.07226003502646972
ER(0.25),12,1,20281812,15,0.4,0.3,5,2.40561834069211,2.3787180694935746,0.011182268917519224,0.05519747234366455
ER(0.25),12,1,20281812,15,0.4,0.3,10,2.40561834069211,2.3517955041888094,0.022373805350941717,0.059451104907372876
ER(0.25),12,1,20281812,15,0.4,0.3,25,2.40561834069211,2.3336438923064606,0.02991931312135824,0.028927218023521415
ER(0.25),12,1,20281812,15,0.4,0.3,0,2.40561834069211,2.405618340692109,5.538150449779522e-16,1.3894643573785855e-15
ER(0.25),12,1,20281812,15,0.8,0.6,2,3.2185107825597896,2.980201773879754,0.07404325316272525,0.10490585464002525
ER(0.25),12,1,20281812,15,0.8,0.6,5,3.2185107825597896,3.264717422584243,0.014356527955361856,0.07910913895951258
ER(0.25),12,1,20281812,15,0.8,0.6,10,3.2185107825597896,3.28414218413554,0.020391853875832394,0.04472149044331154
ER(0.25),12,1,20281812,15,0.8,0.6,25,3.2185107825597896,3.231518743998266,0.004041608780359813,0.031197114942905012
ER(0.25),12,1,20281812,15,0.8,0.6,0,3.2185107825597896,3.2185107825597954,1.79373633275798e-15,1.144953637577866e-15
ER(0.25),14,1,20282012,22,0.2,0.15,2,1.797782632005999,1.5330753999960867,0.14724095521745428,0.15064550011800282
ER(0.25),14,1,20282012,22,0.2,0.15,5,1.797782632005999,1.8860486308945725,0.04909714740657196,0.08622180407173652
ER(0.25),14,1,20282012,22,0.2,0.15,10,1.797782632005999,1.8267052405781645,0.016087934134669586,0.04985552219100401
ER(0.25),14,1,20282012,22,0.2,0.15,25,1.797782632005999,1.799856585593536,0.0011536175456444194,0.030252812605779486
ER(0.25),14,1,20282012,22,0.4,0.3,2,3.0223986332662984,2.874522786660264,0.048926652155816236,0.12610854303375912
ER(0.25),14,1,20282012,22,0.4,0.3,5,3.0223986332662984,2.8135450674649936,0.06910192570316158,0.09427784551673488
ER(0.25),14,1,20282012,22,0.4,0.3,10,3.0223986332662984,3.0889243111812816,0.022010888035338037,0.03920711205368152
ER(0.25),14,1,20282012,22,0.4,0.3,25,3.0223986332662984,3.0245448858474924,0.0007101156536967104,0.032816424568206985
ER(0.25),14,1,20282012,22,0.8,0.6,2,3.780035757064387,4.010343129146899,0.06092729986802325,0.0840463540521685
ER(0.25),14,1,20282012,22,0.8,0.6,5,3.780035757064387,3.8198634760277717,0.010536333919315953,0.05968539193954516
ER(0.25),14,1,20282012,22,0.8,0.6,10,3.780035757064387,3.8394698345179354,0.015723152179836927,0.018056266160109226
ER(0.25),14,1,20282012,22,0.8,0.6,25,3.780035757064387,3.9603378488769176,0.04769851488192139,0.037595998260629516
ER(0.25),12,2,20281813,17,0.2,0.15,2,1.4748813946903199,1.3566827847835508,0.08014109496010506,0.14232585086552205
ER(0.25),12,2,20281813,17,0.2,0.15,5,1.4748813946903199,1.5219844352990932,0.031936832872356866,0.10782971589978355
ER(0.25),12,2,20281813,17,0.2,0.15,10,1.4748813946903199,1.5043227896143099,0.019961872886851216,0.11076902266589192
ER(0.25),12,2,20281813,17,0.2,0.15,25,1.4748813946903199,1.4622459439917705,0.008567096136704864,0.028510173465017146
ER(0.25),12,2,20281813,17,0.2,0.15,0,1.4748813946903199,1.4748813946903203,3.0110164210411494e-16,1.106575661403051e-15
ER(0.25),12,2,20281813,17,0.4,0.3,2,2.5617586468848415,2.39334887137402,0.06573990712029472,0.11868667109441809
ER(0.25),12,2,20281813,17,0.4,0.3,5,2.5617586468848415,2.4874200218056832,0.029018590478675943,0.07311599039804728
ER(0.25),12,2,20281813,17,0.4,0.3,10,2.5617586468848415,2.377819705285299,0.07180182326044506,0.07714112849273044
ER(0.25),12,2,20281813,17,0.4,0.3,25,2.5617586468848415,2.612200892910858,0.01969047555957534,0.04718741516005698
ER(0.25),12,2,20281813,17,0.4,0.3,0,2.5617586468848415,2.5617586468848446,1.21347281201943e-15,1.964540546195004e-15
ER(0.25),12,2,20281813,17,0.8,0.6,2,3.3618106666650527,3.2916101567565668,0.020881755955080444,0.10137561804782827
ER(0.25),12,2,20281813,17,0.8,0.6,5,3.3618106666650527,3.257579341243946,0.031004519812683238,0.05523311540752607
ER(0.25),12,2,20281813,17,0.8,0.6,10,3.3618106666650527,3.6166308323155945,0.07579848805207276,0.09556303728786193
ER(0.25),12,2,20281813,17,0.8,0.6,25,3.3618106666650527,3.3110361425652006,0.015103326491084298,0.0347533391659203
ER(0.25),12,2,20281813,17,0.8,0.6,0,3.3618106666650527,3.3618106666650536,2.64196442859528e-16,1.566583807785781e-15
ER(0.25),14,2,20282013,24,0.2,0.15,2,1.8228373934843716,1.7787601612819164,0.02418056177693454,0.29401333735730806
ER(0.25),14,2,20282013,24,0.2,0.15,5,1.8228373934843716,1.8942283374310966,0.03916473526487219,0.10467768236593922
ER(0.25),14,2,20282013,24,0.2,0.15,10,1.8228373934843716,1.8986410327712384,0.04158551912409885,0.07507014018293164
ER(0.25),14,2,20282013,24,0.2,0.15,25,1.8228373934843716,1.8037553986993426,0.010468292373876257,0.036175716660616225
ER(0.25),14,2,20282013,24,0.4,0.3,2,3.1173683061385877,3.418843079549087,0.09670810241345185,0.11607258132685512
ER(0.25),14,2,20282013,24,0.4,0.3,5,3.1173683061385877,3.071164566823737,0.01482139252646807,0.07206525860700133
ER(0.25),14,2,20282013,24,0.4,0.3,10,3.1173683061385877,3.036393660631414,0.02597532198801214,0.03366199303887447
ER(0.25),14,2,20282013,24,0.4,0.3,25,3.1173683061385877,3.30414283926212,0.05991416951142533,0.030839328092212598
ER(0.25),14,2,20282013,24,0.8,0.6,2,3.9976930365057632,4.019226879134872,0.005386567310813563,0.12124368801411968
ER(0.25),14,2,20282013,24,0.8,0.6,5,3.9976930365057632,4.2201446178506385,0.055644988075250534,0.05389956864310838
ER(0.25),14,2,20282013,24,0.8,0.6,10,3.9976930365057632,3.8811534746716925,0.02915170343742393,0.025870093960383034
ER(0.25),14,2,20282013,24,0.8,0.6,25,3.9976930365057632,3.993570294870308,0.0010312801903017018,0.0289814286799078
ER(0.25),12,3,20281814,15,0.2,0.15,2,1.5336345894837498,1.4632335861643389,0.045904678860372604,0.25286645184239814
ER(0.25),12,3,20281814,15,0.2,0.15,5,1.5336345894837498,1.8425463906974573,0.20142464400055887,0.1422368304899171
ER(0.25),12,3,20281814,15,0.2,0.15,10,1.5336345894837498,1.569658507384082,0.023489244535400477,0.09416558173790064
ER(0.25),12,3,20281814,15,0.2,0.15,25,1.5336345894837498,1.4997631482659128,0.022085731144886787,0.04148937607277938
ER(0.25),12,3,20281814,15,0.2,0.15,0,1.5336345894837498,1.5336345894837524,1.737399037144375e-15,1.3017950023449359e-15
ER(0.25),12,3,20281814,15,0.4,0.3,2,2.630862132420563,2.582253698426011,0.018476237654395506,0.20954440765375043
ER(0.25),12,3,20281814,15,0.4,0.3,5,2.630862132420563,2.7443303137578803,0.04312965698165234,0.0635817412181583
ER(0.25),12,3,20281814,15,0.4,0.3,10,2.630862132420563,2.7304719197318317,0.03786203240518014,0.0760412566544077
ER(0.25),12,3,20281814,15,0.4,0.3,25,2.630862132420563,2.5085474068800377,0.04649225971715508,0.04799837541370861
ER(0.25),12,3,20281814,15,0.4,0.3,0,2.630862132420563,2.6308621324205643,5.063996372643121e-16,1.097562487831963e-15
ER(0.25),12,3,20281814,15,0.8,0.6,2,3.358520729523848,2.919531680762635,0.13070904845165285,0.1365658851656429
ER(0.25),12,3,20281814,15,0.8,0.6,5,3.358520729523848,3.284611410439041,0.022006509721702826,0.08970663094966083
ER(0.25),12,3,20281814,15,0.8,0.6,10,3.358520729523848,3.200780377311996,0.04696721113709358,0.021531286080273722
ER(0.25),12,3,20281814,15,0.8,0.6,25,3.358520729523848,3.472590288363227,0.03396422652289274,0.039109880963901826
ER(0.25),12,3,20281814,15,0.8,0.6,0,3.358520729523848,3.3585207295238444,1.0578209768275524e-15,1.0146916843231347e-15
ER(0.25),14,3,20282014,23,0.2,0.15,2,1.9423075364828062,1.7301877750466539,0.10921018296632143,0.15435548499348586
ER(0.25),14,3,20282014,23,0.2,0.15,5,1.9423075364828062,2.0847740450531296,0.0733490994059089,0.13408186675251527
ER(0.25),14,3,20282014,23,0.2,0.15,10,1.9423075364828062,2.0666609109023506,0.06402352463952622,0.08653866099170124
ER(0.25),14,3,20282014,23,0.2,0.15,25,1.9423075364828062,1.8825792836750508,0.030751182130463885,0.051113564572502095
ER(0.25),14,3,20282014,23,0.4,0.3,2,3.280780988584698,3.1489530139807274,0.040181888112208394,0.1532232586701563
ER(0.25),14,3,20282014,23,0.4,0.3,5,3.280780988584698,3.386484528399804,0.032219017417772125,0.07106224540978502
ER(0.25),14,3,20282014,23,0.4,0.3,10,3.280780988584698,3.0562331347630463,0.06844341472440682,0.0633528858548785
ER(0.25),14,3,20282014,23,0.4,0.3,25,3.280780988584698,3.3155373147452996,0.010593918424160041,0.02928420499432364
ER(0.25),14,3,20282014,23,0.8,0.6,2,4.144352611117008,3.8523464362344795,0.07045881523189833,0.11866713368845523
ER(0.25),14,3,20282014,23,0.8,0.6,5,4.144352611117008,4.415662726973913,0.06546501741409019,0.06541419394655812
ER(0.25),14,3,20282014,23,0.8,0.6,10,4.144352611117008,4.239842900667008,0.023041062986255596,0.04528698186739314
ER(0.25),14,3,20282014,23,0.8,0.6,25,4.144352611117008,4.026536997966643,0.028427989653759474,0.019511766413508564
ER(0.25),12,4,20281815,9,0.2,0.15,2,0.9942681254484479,1.0566293481212456,0.06272073002910636,0.3646892716937099
ER(0.25),12,4,20281815,9,0.2,0.15,5,0.9942681254484479,0.9713243801952494,0.023076014071003376,0.08804689478762648
ER(0.25),12,4,20281815,9,0.2,0.15,10,0.9942681254484479,0.9455870775250276,0.04896169018941802,0.04526763484644503
ER(0.25),12,4,20281815,9,0.2,0.15,25,0.9942681254484479,1.0089959868523306,0.014812766322203038,0.06723670166961003
ER(0.25),12,4,20281815,9,0.2,0.15,0,0.9942681254484479,0.9942681254484514,3.5731947830451766e-15,1.3142396407906068e-15
ER(0.25),12,4,20281815,9,0.4,0.3,2,1.774889814056246,1.9720600312498395,0.11108870851142613,0.17034104420539814
ER(0.25),12,4,20281815,9,0.4,0.3,5,1.774889814056246,1.9343906451630724,0.08986520168387867,0.08527845146415022
ER(0.25),12,4,20281815,9,0.4,0.3,10,1.774889814056246,1.5911329668500986,0.10353141121825382,0.09374793189848377
ER(0.25),12,4,20281815,9,0.4,0.3,25,1.774889814056246,1.7642735977229291,0.005981338249417859,0.058255281220792994
ER(0.25),12,4,20281815,9,0.4,0.3,0,1.774889814056246,1.7748898140562392,3.753099541727294e-15,7.369049430175413e-16
ER(0.25),12,4,20281815,9,0.8,0.6,2,2.473458452705735,2.068701418272071,0.16364011855177804,0.18395875035950757
ER(0.25),12,4,20281815,9,0.8,0.6,5,2.473458452705735,2.4732492756850633,8.456864130585339e-5,0.05594930654646388
ER(0.25),12,4,20281815,9,0.8,0.6,10,2.473458452705735,2.430919721028482,0.01719807811233681,0.034163429390744154
ER(0.25),12,4,20281815,9,0.8,0.6,25,2.473458452705735,2.5180095422136923,0.018011658719887733,0.015581784091708116
ER(0.25),12,4,20281815,9,0.8,0.6,0,2.473458452705735,2.473458452705738,1.2567926764849801e-15,1.4765662082470234e-15
ER(0.25),14,4,20282015,23,0.2,0.15,2,1.9877551949691226,1.7918148887600904,0.09857366073294344,0.224199964622959
ER(0.25),14,4,20282015,23,0.2,0.15,5,1.9877551949691226,2.01147988231596,0.011935417101101244,0.15836676725148205
ER(0.25),14,4,20282015,23,0.2,0.15,10,1.9877551949691226,2.0380857411513924,0.025320294123568707,0.08127972282966357
ER(0.25),14,4,20282015,23,0.2,0.15,25,1.9877551949691226,1.9236570491041627,0.03224649897894271,0.0673301349424812
ER(0.25),14,4,20282015,23,0.4,0.3,2,3.335510083796917,3.6919222251374633,0.10685386414267135,0.13233397470204736
ER(0.25),14,4,20282015,23,0.4,0.3,5,3.335510083796917,3.445182809383172,0.03288034598336783,0.044181547838549676
ER(0.25),14,4,20282015,23,0.4,0.3,10,3.335510083796917,3.269919227190303,0.019664415624236455,0.05084252070430329
ER(0.25),14,4,20282015,23,0.4,0.3,25,3.335510083796917,3.329732506492248,0.001732142059091694,0.045127701941757935
ER(0.25),14,4,20282015,23,0.8,0.6,2,4.153272749108577,3.9670709599041394,0.04483254542924074,0.20335212929897123
ER(0.25),14,4,20282015,23,0.8,0.6,5,4.153272749108577,4.188660107855031,0.00852035512332995,0.07501142481451864
ER(0.25),14,4,20282015,23,0.8,0.6,10,4.153272749108577,4.234851255637703,0.01964198150642406,0.049383283024602875
ER(0.25),14,4,20282015,23,0.8,0.6,25,4.153272749108577,4.199770222763874,0.01119538168189811,0.03255766585416741
ER(0.25),12,5,20281816,11,0.2,0.15,2,1.0786198305336774,0.9376033173839371,0.13073792003246262,0.2517474815661888
ER(0.25),12,5,20281816,11,0.2,0.15,5,1.0786198305336774,1.0287456903149303,0.04623884969189784,0.051879346840375706
ER(0.25),12,5,20281816,11,0.2,0.15,10,1.0786198305336774,1.181900566534233,0.09575267677904142,0.06762986704311824
ER(0.25),12,5,20281816,11,0.2,0.15,25,1.0786198305336774,1.0438562423998572,0.032229694976607215,0.05147789673116629
ER(0.25),12,5,20281816,11,0.2,0.15,0,1.0786198305336774,1.0786198305336752,2.0585993196061352e-15,1.7408746822805996e-15
ER(0.25),12,5,20281816,11,0.4,0.3,2,1.9177395473406034,1.9781654155779897,0.03150890240605459,0.17325966601545792
ER(0.25),12,5,20281816,11,0.4,0.3,5,1.9177395473406034,1.9697119022862075,0.027100841205301332,0.07944530891157178
ER(0.25),12,5,20281816,11,0.4,0.3,10,1.9177395473406034,1.6702221212529014,0.1290672794597906,0.0978437807247181
ER(0.25),12,5,20281816,11,0.4,0.3,25,1.9177395473406034,1.959627995683899,0.021842615907558306,0.04135602365146332
ER(0.25),12,5,20281816,11,0.4,0.3,0,1.9177395473406034,1.917739547340608,2.4314754888858163e-15,1.7544812676291097e-15
ER(0.25),12,5,20281816,11,0.8,0.6,2,2.657148573300501,2.388010025134839,0.10128848302650963,0.21091288107722692
ER(0.25),12,5,20281816,11,0.8,0.6,5,2.657148573300501,2.7072529238593788,0.01885643545202365,0.03977805365162144
ER(0.25),12,5,20281816,11,0.8,0.6,10,2.657148573300501,2.6780079038698408,0.007850268810309624,0.09582163323386221
ER(0.25),12,5,20281816,11,0.8,0.6,25,2.657148573300501,2.663730909061586,0.0024772178067969165,0.021017240022338613
ER(0.25),12,5,20281816,11,0.8,0.6,0,2.657148573300501,2.6571485733004994,6.685199530238535e-16,2.840344097634289e-15
ER(0.25),14,5,20282016,26,0.2,0.15,2,1.8738358964368007,1.9193463153066914,0.024287302296018137,0.18998678336648786
